vibration_x,vibration_y,vibration_z,timestamp
0.08809976503276089,1.748263827808749,-0.03695040182589207,2025-08-13 11:21:38
0.11630804051548567,1.7461441907254114,-0.04726038296378435,2025-08-13 11:21:48
0.12973522291381379,1.7434552692826129,-0.04593380497107178,2025-08-13 11:21:58
0.12335243540259516,1.7436467342530275,-0.04893050928189516,2025-08-13 11:22:08
0.15009382114472158,1.740911093872346,-0.008255145830094348,2025-08-13 11:22:18
0.14666343346570523,1.74602765948206,-0.03758625939989481,2025-08-13 11:22:28
0.12768593436706951,1.741732623695512,-0.034338259110134994,2025-08-13 11:22:38
0.25504183883409026,1.7252174935535454,-0.026536959673019615,2025-08-13 11:22:48
0.10825766311367438,1.7318746090002317,-0.02381543491265273,2025-08-13 11:22:58
0.14163565996280852,1.7458704986833222,-0.02871564106723573,2025-08-13 11:23:08
0.09938435617769756,1.7128070705662273,-0.023143726288535126,2025-08-13 11:23:18
0.10118824037538207,1.723510696913456,-0.0274170030227304,2025-08-13 11:23:28
0.13649589931057068,2.239126647998633,-0.06017657827177399,2025-08-13 11:23:38
0.02343160222898652,1.726971197813105,-0.02723444784654519,2025-08-13 11:23:48
0.15913513955899378,1.7462244262032216,-0.03497454438577721,2025-08-13 11:23:58
0.13282793028077675,1.7374968371612933,-0.05481250610912723,2025-08-13 11:24:08
0.1061610683506447,1.7294746932353875,-0.03508849987959263,2025-08-13 11:24:18
0.11865848710289222,1.7378580048014696,-0.03830672926668138,2025-08-13 11:24:28
0.13358444865407917,1.7406235570890711,-0.043032405967620715,2025-08-13 11:24:38
0.15027787480039706,1.7447663541544545,0.009851107558097726,2025-08-13 11:24:48
0.14820674233139408,1.7424383864683466,-0.02895856598706214,2025-08-13 11:24:58
0.22717350689039306,1.7419826078936336,-0.03948307151912078,2025-08-13 11:25:08
0.009124372648381757,1.730607668914154,-0.03321710793959287,2025-08-13 11:25:18
0.10698855787182478,1.7289986339714936,-0.019338738112731953,2025-08-13 11:25:28
0.11480333887608395,1.7335047941302886,-0.029327036477569922,2025-08-13 11:25:38
0.10214070294049846,1.7276885225282634,-0.022297044953760052,2025-08-13 11:25:48
0.10426074207604938,1.7241368341767758,-0.02102739118659394,2025-08-13 11:25:58
0.10195864307267333,1.7330039914453073,-0.08573298671667257,2025-08-13 11:26:08
0.12029635359511132,1.7355871868883437,-0.031988298405187285,2025-08-13 11:26:18
0.13133980828189482,1.7415211708399747,-0.030970828253930244,2025-08-13 11:26:28
0.11055267039243684,1.7228983692272122,-0.023192100770977084,2025-08-13 11:26:38
-0.09967861602805106,1.6108084420037374,0.1295248033133322,2025-08-13 11:26:48
0.11185632032150727,1.728482423878177,-0.021280994604858196,2025-08-13 11:26:58
0.11349852552455839,1.8335069129126724,-0.047910981208135306,2025-08-13 11:27:08
0.12303977181561906,1.7287286306424987,-0.05863244830829632,2025-08-13 11:27:18
0.12168601858606021,1.7303644804777132,-0.03573750516101469,2025-08-13 11:27:28
0.13220074275852353,1.7745105015572677,-0.034746254940048585,2025-08-13 11:27:38
0.12626004997175744,1.81107212632425,-0.037249576129367065,2025-08-13 11:27:48
0.11763783663599836,1.7112952900244207,-0.03420272588052248,2025-08-13 11:27:58
0.30739633436146285,1.7357696983313706,-0.03259676637816916,2025-08-13 11:28:08
0.026783504020511703,1.7319971046165696,-0.02459961052016985,2025-08-13 11:28:18
0.1610131318493133,1.7492375499934387,-0.03299037535757662,2025-08-13 11:28:28
0.10357953211680275,1.730933666502566,0.03596372805579194,2025-08-13 11:28:38
0.24646759998444306,1.718047292788297,-0.023857288550878993,2025-08-13 11:28:48
0.09307214269903313,1.720484111371962,-0.0019689109741278,2025-08-13 11:28:58
0.10849380259108168,1.733936488095236,-0.027154881076151192,2025-08-13 11:29:08
0.10035190510293285,1.727706968331247,-0.021646675469675362,2025-08-13 11:29:18
0.10568360442280658,1.730224328211873,0.013262959316788236,2025-08-13 11:29:28
0.13012198016433685,1.737437035763241,-0.029402637512575956,2025-08-13 11:29:38
0.13520742059557112,1.7413398969877953,-0.03121903707913041,2025-08-13 11:29:48
0.13228362413453096,1.7364368615635033,-0.02960683361113234,2025-08-13 11:29:58
0.1245428841120405,1.7344160594395912,-0.026732820912087993,2025-08-13 11:30:08
0.1426950651163136,1.7388852288230126,-0.02867890655641065,2025-08-13 11:30:18
0.12652130112754623,1.8066321715517752,-0.030527738228674856,2025-08-13 11:30:28
0.11861274488363019,1.732706911330787,-0.02751591615572364,2025-08-13 11:30:38
0.11768772178693424,1.7354685508920755,-0.02948240793332861,2025-08-13 11:30:48
0.13238891943951447,1.7370082577183772,0.03794885252618281,2025-08-13 11:30:58
0.1555460050008672,1.7568210412825187,-0.026569564182820193,2025-08-13 11:31:08
0.11823280076427242,1.7304179369989459,-0.027566759531249707,2025-08-13 11:31:18
0.12234246929588775,1.74785407526653,-0.031026026773048325,2025-08-13 11:31:28
0.12328619878458973,1.7365027006158127,-0.025498165472508324,2025-08-13 11:31:38
0.15862540385802182,1.7553788571793576,-0.035756455874581435,2025-08-13 11:31:48
0.15570155036930755,1.7535964838786842,-0.023474305745670707,2025-08-13 11:31:58
0.15321433317936153,1.7550751243456264,-0.015994884866091214,2025-08-13 11:32:08
0.152936286581498,1.8355049223147433,-0.029399004244208375,2025-08-13 11:32:18
0.14671372092032314,1.7469284301558239,-0.031593585677203335,2025-08-13 11:32:28
0.1346560416783044,1.7487664141684192,-0.031240693866934968,2025-08-13 11:32:38
0.11902479800269819,1.7357943131509228,-0.027923539695175567,2025-08-13 11:32:48
-0.21881809610267913,1.3970010379089992,0.07867335752979572,2025-08-13 11:32:58
0.08992414375737852,1.7093156919742636,-0.02395314306456735,2025-08-13 11:33:08
0.09472134277210895,1.7242829563419417,-0.02144472013752902,2025-08-13 11:33:18
0.07358128776242093,1.7197939443493653,-0.021399925940235764,2025-08-13 11:33:28
0.07028078208771199,1.7132005298255055,-0.018153589505864844,2025-08-13 11:33:38
0.08017965255430837,1.715663385451709,-0.024846137047776277,2025-08-13 11:33:48
0.08856870916275114,1.7251724443311358,-0.02981531141438161,2025-08-13 11:33:58
0.09573744437150118,1.7300596428153916,-0.029411794386079826,2025-08-13 11:34:08
0.10653159979790007,1.7303317946420407,-0.030470167480009483,2025-08-13 11:34:18
0.5462900011943795,1.7939565866046454,-0.281399169498125,2025-08-13 11:34:28
0.08022892697916051,1.7318317713303504,-0.03708476640541892,2025-08-13 11:34:38
0.1299165775712911,1.733637140069258,-0.04311323441907086,2025-08-13 11:34:48
0.130739129492991,1.734677242707663,-0.04589432587489753,2025-08-13 11:34:58
0.12216794961845809,1.775626105873259,-0.046963318781558454,2025-08-13 11:35:08
0.14510282314298947,1.7363951707209024,-0.04648263854139344,2025-08-13 11:35:18
0.14970270968820845,1.7410417646888199,-0.04924829348118104,2025-08-13 11:35:28
0.15309006119015234,1.7454204085012495,-0.05107709077972969,2025-08-13 11:35:38
0.006751099418842693,1.743851234039823,-0.05227966426749682,2025-08-13 11:35:48
0.12237762479203716,1.738545718018426,-0.04618188864914021,2025-08-13 11:35:58
0.1450745701844011,1.7392421690065327,-0.04903334400245053,2025-08-13 11:36:08
0.252586455445815,1.7386975218291396,-0.0814803942845574,2025-08-13 11:36:18
0.13207848759331273,1.7319582480549338,-0.050651590517814066,2025-08-13 11:36:28
0.10558786308467914,1.7249626158254694,-0.03864069114434962,2025-08-13 11:36:38
0.15344764116915025,1.730893076953842,0.028242782538325555,2025-08-13 11:36:48
0.14541604548459036,1.7481695931391268,-0.025224114108922446,2025-08-13 11:36:58
0.10685187888509133,1.7292024686277072,-0.02707022566176659,2025-08-13 11:37:08
0.09343074989638783,1.718744445658109,-0.02139028889715891,2025-08-13 11:37:18
0.14580407557814323,1.7349586555303533,-0.028450210344870365,2025-08-13 11:37:28
0.11024434849994995,1.7302286464477858,0.006538181008890722,2025-08-13 11:37:38
0.11095716784969638,1.705342146161472,-0.05569224208261668,2025-08-13 11:37:48
0.11598370004593125,1.7290373586875876,-0.02443922168524913,2025-08-13 11:37:58
0.13649750692754553,1.7433186005978296,-0.09326951684218006,2025-08-13 11:38:08
0.13936468493195794,1.7419454389555724,-0.0356343333242221,2025-08-13 11:38:18
0.14713502369932385,1.7466439336422868,-0.03435006559764393,2025-08-13 11:38:28
0.1259522228584088,1.7397450886119386,-0.08299363292025919,2025-08-13 11:38:38
-0.33155252627193044,2.0438696452527005,-0.08817847444458347,2025-08-13 11:38:48
0.16310490012887857,1.7512582692633905,-0.04214751555263724,2025-08-13 11:38:58
0.18863499072392292,1.7608166498898477,-0.044250699717279934,2025-08-13 11:39:08
0.16146869528201577,1.7517344122498069,-0.05018400005348016,2025-08-13 11:39:18
0.15869100799860766,1.7541705051421472,-0.04952343128901247,2025-08-13 11:39:28
0.15745735253711393,1.7510299586739215,-0.04785871880234373,2025-08-13 11:39:38
0.1548239466862214,1.8286525006084187,-0.049059620849782354,2025-08-13 11:39:48
0.15100653470154857,1.75639578771851,-0.04913506802925255,2025-08-13 11:39:58
0.2275523463825646,1.7423043267481253,-0.2970863900724173,2025-08-13 11:40:08
0.1663566603908767,1.7593516578610535,0.03340016601886617,2025-08-13 11:40:18
0.14748922206318896,1.7493814887623458,-0.09066846543275695,2025-08-13 11:40:28
0.12492017495591229,1.7421661891808704,-0.04785348739375436,2025-08-13 11:40:38
0.12809349231400732,1.7370403635874774,-0.03245961077057592,2025-08-13 11:40:48
0.1877625135157902,1.7504551155311423,-0.04197407006746841,2025-08-13 11:40:58
0.10286395684225011,1.7300517164170344,-0.028242701645568566,2025-08-13 11:41:08
0.13022000483936805,1.7415361337382211,-0.032420682344854505,2025-08-13 11:41:18
0.137624460914953,1.7432005335135914,-0.015121779127139813,2025-08-13 11:41:28
0.14201960523677773,1.7370687834847471,-0.027098919714030355,2025-08-13 11:41:38
0.13497303876811922,1.7477917851530866,0.05893875886362342,2025-08-13 11:41:48
0.15134156566392726,1.7517289156878755,-0.02008409612161801,2025-08-13 11:41:58
0.10370129413694487,1.72983298408479,-0.05830635941762938,2025-08-13 11:42:08
0.10715637519013098,1.7297076109412475,-0.01913081989488982,2025-08-13 11:42:18
0.15685335789628993,1.7468494891875903,-0.03388059613274719,2025-08-13 11:42:28
0.1578604726928036,1.7489900460329881,-0.03697934830571192,2025-08-13 11:42:38
0.25088258870633406,1.7495059279046477,-0.031286248901755284,2025-08-13 11:42:48
0.132214452678937,1.7419144266071358,-0.02665951487023404,2025-08-13 11:42:58
0.14673367430991185,1.7536220838073402,-0.02554079978843713,2025-08-13 11:43:08
0.1318000284141088,1.7470485028012017,-0.01937363583566227,2025-08-13 11:43:18
0.13355140379285335,1.744661225189674,-0.020452255720213138,2025-08-13 11:43:28
0.1193973816466906,1.741074709709216,-0.020744623897049296,2025-08-13 11:43:38
0.13337045218449564,1.7427100831035627,-0.02330736569944991,2025-08-13 11:43:48
0.1424508699653871,1.7533478515308558,-0.026860238465540427,2025-08-13 11:43:58
0.140603520826553,1.7483359897560196,-0.02599467116706844,2025-08-13 11:44:08
0.14342567473437787,1.745782823426066,-0.024684256012601127,2025-08-13 11:44:18
0.13854340189585326,1.7467118700767044,-0.02570913302194619,2025-08-13 11:44:28
0.20823454494460497,1.750091055171898,-0.025100890734630323,2025-08-13 11:44:38
0.16123068020760215,1.7505037875796856,-0.022024005997749254,2025-08-13 11:44:48
0.14581639366416033,1.7489588071329982,-0.02650237425622213,2025-08-13 11:44:58
0.11385803682678788,1.7490296428998466,-0.0211033921756085,2025-08-13 11:45:08
0.14432972034330127,1.7469051079002387,-0.021949668192637634,2025-08-13 11:45:18
0.14559405822110247,1.747311830597597,-0.025738253022558978,2025-08-13 11:45:28
0.14651633371730086,1.742928833740265,-0.025751963639411804,2025-08-13 11:45:38
0.11282687659195709,1.75021353658652,-0.023618721350583467,2025-08-13 11:45:48
0.14195467627699782,1.7495456831028515,-0.024646025418629362,2025-08-13 11:45:58
0.14455679378685776,1.7521132893551312,-0.02812370880436917,2025-08-13 11:46:08
0.1483069166496227,1.7508342432564008,-0.030129651347687414,2025-08-13 11:46:18
0.15385735173061013,1.7496330473098805,-0.023736684611766798,2025-08-13 11:46:28
0.15601487716266663,1.7516139153194021,-0.022611524891717243,2025-08-13 11:46:38
